Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"SOLOCAL GROUP";FR00140006O9;LOCAL;"Euronext Paris";EUR;0.0835;0.084;0.0827;0.084;"26/01/2024 17:35";CET;77337;6469.6271;0.084;26/01/2024
"SOLUTIONS 30 SE";FR0013379484;S30;"Euronext Paris";EUR;2.774;2.774;2.57;2.592;"26/01/2024 17:35";CET;1068691;2824693.618;2.592;26/01/2024
SOLVAY;BE0003470755;SOLB;"Euronext Brussels, Paris";EUR;25.69;26.96;25.62;26.41;"26/01/2024 17:35";CET;712857;18842625.59;26.41;26/01/2024
"SOPRA STERIA GROUP";FR0000050809;SOP;"Euronext Paris";EUR;210.00;215.60;207.40;214.00;"26/01/2024 17:35";CET;40655;8640758.40;214.00;26/01/2024
SPIE;FR0012757854;SPIE;"Euronext Paris";EUR;30.50;30.94;30.40;30.84;"26/01/2024 17:35";CET;205484;6324297.32;30.84;26/01/2024
SQLI;FR0011289040;SQI;"Euronext Paris";EUR;42.00;42.40;42.00;42.20;"26/01/2024 15:05";CET;16;674.00;42.20;26/01/2024
"ST DUPONT";FR0000054199;DPT;"Euronext Paris";EUR;0.071;0.074;0.067;0.0718;"26/01/2024 17:05";CET;116351;8154.7968;0.0718;26/01/2024
STEF;FR0000064271;STF;"Euronext Paris";EUR;117.20;118.40;116.80;118.40;"26/01/2024 17:35";CET;793;92961.00;118.40;26/01/2024
"STELLANTIS NV";NL00150001Q9;STLAP;"Euronext Paris";EUR;19.404;19.612;19.34;19.52;"26/01/2024 17:35";CET;1857989;36257753.54;19.52;26/01/2024
STMICROELECTRONICS;NL0000226223;STMPA;"Euronext Paris";EUR;41.43;41.76;40.75;41.30;"26/01/2024 17:37";CET;2631832;108357095.215;41.30;26/01/2024
"SWORD GROUP";FR0004180578;SWP;"Euronext Paris";EUR;37.30;38.45;37.30;38.00;"26/01/2024 17:35";CET;6227;236077.15;38.00;26/01/2024
SYENSQO;BE0974464977;SYENS;"Euronext Brussels, Paris";EUR;82.50;85.19;82.50;84.87;"26/01/2024 17:38";CET;332874;28171938.77;84.87;26/01/2024
SYNERGIE;FR0000032658;SDG;"Euronext Paris";EUR;31.05;31.30;30.85;31.30;"26/01/2024 17:35";CET;2676;82929.45;31.30;26/01/2024
TARKETT;FR0004188670;TKTT;"Euronext Paris";EUR;9.48;9.80;9.48;9.80;"26/01/2024 17:35";CET;2528;24434.80;9.80;26/01/2024
TAYNINH;FR0000063307;TAYN;"Euronext Paris";EUR;1.21;1.21;1.21;1.21;"05/01/2024 12:47";CET;200;242.00;1.21;26/01/2024
"TECHNICOLOR CS";FR001400I939;TCHCS;"Euronext Paris";EUR;1.63;1.63;1.63;1.63;"29/12/2023 17:29";CET;26438;43093.94;1.63;26/01/2024
"TECHNIP ENERGIES";NL0014559478;TE;"Euronext Paris";EUR;19.62;19.75;19.48;19.71;"26/01/2024 17:35";CET;389665;7669397.04;19.71;26/01/2024
TELEPERFORMANCE;FR0000051807;TEP;"Euronext Paris";EUR;144.40;148.80;143.75;148.50;"26/01/2024 17:37";CET;213113;31441578.65;148.50;26/01/2024
TELEVERBIER;CH0008175645;TVRB;"Euronext Paris";EUR;50.00;50.00;50.00;50.00;"24/01/2024 13:43";CET;22;1100.00;50.00;26/01/2024
TERACT;FR001400BMH7;TRACT;"Euronext Paris";EUR;1.25;1.25;1.225;1.225;"26/01/2024 17:29";CET;10054;12453.08;1.225;26/01/2024
"TERACT BS";FR0014000TB2;TERBS;"Euronext Paris";EUR;0.0005;0.001;0.0005;0.001;"14/12/2023 13:15";CET;660999;440.50;0.001;26/01/2024
TF1;FR0000054900;TFI;"Euronext Paris";EUR;8.245;8.25;8.115;8.175;"26/01/2024 17:37";CET;145387;1189511.445;8.175;26/01/2024
"TF1 NV24";FR001400M3E5;TFINV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;7.135;26/01/2024
"TFF GROUP";FR0013295789;TFF;"Euronext Paris";EUR;43.20;43.20;43.20;43.20;"26/01/2024 17:35";CET;1008;43545.60;43.20;26/01/2024
THALES;FR0000121329;HO;"Euronext Paris";EUR;135.00;135.80;134.55;135.00;"26/01/2024 17:35";CET;218453;29508021.70;135.00;26/01/2024
"THERMADOR GROUPE";FR0013333432;THEP;"Euronext Paris";EUR;82.60;83.40;82.20;82.90;"26/01/2024 17:35";CET;763;63085.40;82.90;26/01/2024
"TIKEHAU CAPITAL";FR0013230612;TKO;"Euronext Paris";EUR;21.30;21.55;21.15;21.45;"26/01/2024 17:36";CET;30905;657939.50;21.45;26/01/2024
TIPIAK;FR0000066482;TIPI;"Euronext Paris";EUR;85.50;85.50;85.50;85.50;"25/01/2024 17:04";CET;15;1282.50;85.50;26/01/2024
"TITAN CEMENT";BE0974338700;TITC;"Euronext Brussels, Paris";EUR;23.05;23.20;22.95;23.05;"26/01/2024 17:35";CET;3694;85361.10;23.05;26/01/2024
TOTALENERGIES;FR0000120271;TTE;"Euronext Paris, Brussels";EUR;59.77;60.28;59.52;59.62;"26/01/2024 17:39";CET;3519412;210501485.08;59.62;26/01/2024
TotalEnergiesGabon;GA0000121459;EC;"Euronext Paris";EUR;151.60;151.60;150.80;151.20;"26/01/2024 17:35";CET;311;47094.80;151.20;26/01/2024
TOUAX;FR0000033003;TOUP;"Euronext Paris";EUR;5.72;5.74;5.70;5.74;"26/01/2024 17:15";CET;2214;12658.58;5.74;26/01/2024
"TOUR EIFFEL";FR0000036816;EIFF;"Euronext Paris";EUR;14.90;15.20;14.75;14.90;"26/01/2024 17:38";CET;3367;50172.20;14.90;26/01/2024
TRANSGENE;FR0005175080;TNG;"Euronext Paris";EUR;1.308;1.33;1.30;1.306;"26/01/2024 17:35";CET;7404;9711.084;1.306;26/01/2024
TRIGANO;FR0005691656;TRI;"Euronext Paris";EUR;144.20;144.80;143.20;143.80;"26/01/2024 17:35";CET;10667;1535582.80;143.80;26/01/2024
"UBISOFT ENTERTAIN";FR0000054470;UBI;"Euronext Paris";EUR;20.35;21.04;20.34;20.48;"26/01/2024 17:35";CET;432751;8899587.44;20.48;26/01/2024
UNIBAIL-RODAMCO-WE;FR0013326246;URW;"Euronext Paris";EUR;67.58;67.64;66.46;66.78;"26/01/2024 17:37";CET;382960;25627580.38;66.78;26/01/2024
UNIBEL;FR0000054215;UNBL;"Euronext Paris";EUR;985.00;985.00;985.00;985.00;"17/01/2024 11:30";CET;1;985.00;985.00;26/01/2024
"UNION TECH.INFOR.";FR0000074197;FPG;"Euronext Paris";EUR;0.58;0.58;0.565;0.58;"26/01/2024 14:57";CET;441;251.83;0.58;26/01/2024
VALEO;FR0013176526;FR;"Euronext Paris";EUR;11.71;12.17;11.63;12.09;"26/01/2024 17:37";CET;1567117;18851954.79;12.09;26/01/2024
VALLOUREC;FR0013506730;VK;"Euronext Paris";EUR;13.95;14.025;13.87;13.93;"26/01/2024 17:35";CET;785056;10954012.165;13.93;26/01/2024
"VALLOUREC BSA 21";FR00140030K7;VKBS;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;1.68;26/01/2024
VALNEVA;FR0004056851;VLA;"Euronext Paris";EUR;3.696;3.865;3.665;3.793;"26/01/2024 17:35";CET;430064;1628455.32;3.793;26/01/2024
VANTIVA;FR0013505062;VANTI;"Euronext Paris";EUR;0.154;0.156;0.1502;0.153;"26/01/2024 17:35";CET;344831;52956.9986;0.153;26/01/2024
"VANTIVA BSA 2024";FR0013526225;VANBS;"Euronext Paris";EUR;0.0022;0.0022;0.0022;0.0022;"26/01/2024 16:58";CET;1526;3.3572;0.0022;26/01/2024
"VEOLIA ENVIRON.";FR0000124141;VIE;"Euronext Paris";EUR;29.40;29.82;29.36;29.75;"26/01/2024 17:38";CET;2137812;63480621.72;29.75;26/01/2024
VERALLIA;FR0013447729;VRLA;"Euronext Paris";EUR;32.78;33.98;32.68;33.86;"26/01/2024 17:36";CET;145827;4907068.62;33.86;26/01/2024
VERIMATRIX;FR0010291245;VMX;"Euronext Paris";EUR;0.37;0.375;0.3655;0.3745;"26/01/2024 17:35";CET;50446;18767.5535;0.3745;26/01/2024
VETOQUINOL;FR0004186856;VETO;"Euronext Paris";EUR;101.00;102.60;100.60;102.00;"26/01/2024 17:35";CET;3277;334124.40;102.00;26/01/2024
VICAT;FR0000031775;VCT;"Euronext Paris";EUR;35.95;36.70;35.95;36.65;"26/01/2024 17:35";CET;32396;1180853.70;36.65;26/01/2024
"VIEL ET COMPAGNIE";FR0000050049;VIL;"Euronext Paris";EUR;8.28;8.30;8.10;8.30;"26/01/2024 17:35";CET;4439;36236.16;8.30;26/01/2024
VINCI;FR0000125486;DG;"Euronext Paris";EUR;118.16;119.00;117.92;118.26;"26/01/2024 17:35";CET;576539;68226277.42;118.26;26/01/2024
VIRBAC;FR0000031577;VIRP;"Euronext Paris";EUR;338.50;340.50;338.00;338.00;"26/01/2024 17:35";CET;7526;2550911.00;338.00;26/01/2024
VITURA;FR0010309096;VTR;"Euronext Paris";EUR;13.40;13.40;13.40;13.40;"26/01/2024 09:00";CET;1;13.40;13.40;26/01/2024
"VIVENDI SE";FR0000127771;VIV;"Euronext Paris";EUR;10.10;10.26;10.065;10.21;"26/01/2024 17:35";CET;3482769;35516134.53;10.21;26/01/2024
VOLTALIA;FR0011995588;VLTSA;"Euronext Paris";EUR;7.75;7.95;7.73;7.81;"26/01/2024 17:35";CET;69210;542362.45;7.81;26/01/2024
VRANKEN-POMMERY;FR0000062796;VRAP;"Euronext Paris, Brussels";EUR;16.50;16.50;16.20;16.50;"26/01/2024 16:36";CET;2107;34682.10;16.50;26/01/2024
VusionGroup;FR0010282822;VU;"Euronext Paris";EUR;134.00;142.80;131.80;142.40;"26/01/2024 17:35";CET;66785;9305250.00;142.40;26/01/2024
"WAGA ENERGY";FR0012532810;WAGA;"Euronext Paris";EUR;26.85;26.90;25.75;26.00;"26/01/2024 17:35";CET;3769;98583.80;26.00;26/01/2024
WAVESTONE;FR0013357621;WAVE;"Euronext Paris";EUR;62.40;64.20;62.10;64.20;"26/01/2024 17:35";CET;24886;1575837.10;64.20;26/01/2024
WENDEL;FR0000121204;MF;"Euronext Paris";EUR;81.90;83.70;81.50;83.60;"26/01/2024 17:35";CET;29770;2478492.00;83.60;26/01/2024
WORLDLINE;FR0011981968;WLN;"Euronext Paris";EUR;13.83;13.83;13.06;13.06;"26/01/2024 17:35";CET;1984110;26237448.79;13.06;26/01/2024
X-FAB;BE0974310428;XFAB;"Euronext Paris";EUR;9.25;9.295;9.04;9.26;"26/01/2024 17:35";CET;125867;1154643.675;9.26;26/01/2024
"XILAM ANIMATION";FR0004034072;XIL;"Euronext Paris";EUR;4.81;5.10;4.53;4.85;"26/01/2024 17:35";CET;37121;181105.89;4.85;26/01/2024
"ZCI LIMITED";BMG9887P1068;CV;"Euronext Paris";EUR;0.17;0.20;0.17;0.20;"04/08/2015 16:20";CET;21826;3755.94;0.20;26/01/2024
