Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"ADC SIIC";BE0974269012;ALDV;"Euronext Paris";EUR;0.0605;0.0605;0.0605;0.0605;"09/02/2024 11:52";CET;1079;65.28;0.0605;14/02/2024
ADEUNIS;FR0013284627;ALARF;"Euronext Growth Paris";EUR;0.404;0.404;0.396;0.404;"14/02/2024 11:40";CET;1932;769.488;0.404;14/02/2024
ADOCIA;FR0011184241;ADOC;"Euronext Paris";EUR;10.10;10.20;9.80;10.20;"14/02/2024 17:35";CET;37992;381638.73;10.20;14/02/2024
ADOMOS;FR001400JAL7;ALADO;"Euronext Growth Paris";EUR;0.0117;0.0119;0.0106;0.0107;"14/02/2024 17:17";CET;278175;3039.1563;0.0107;14/02/2024
ADP;FR0010340141;ADP;"Euronext Paris";EUR;116.90;119.80;116.90;118.90;"14/02/2024 17:38";CET;81140;9635641.90;118.90;14/02/2024
ADUX;FR0012821890;ADUX;"Euronext Paris, Amsterdam";EUR;1.37;1.405;1.305;1.315;"14/02/2024 17:35";CET;6901;9431.84;1.315;14/02/2024
ADVICENNE;FR0013296746;ALDVI;"Euronext Growth Paris";EUR;1.694;1.71;1.62;1.648;"14/02/2024 17:35";CET;27852;46101.522;1.648;14/02/2024
ADVINI;FR0000053043;ALAVI;"Euronext Growth Paris";EUR;15.60;15.60;15.60;15.60;"14/02/2024 15:26";CET;69;1076.40;15.60;14/02/2024
"AELIS FARMA";FR0014007ZB4;AELIS;"Euronext Paris";EUR;13.30;13.35;13.30;13.35;"14/02/2024 15:20";CET;364;4841.45;13.35;14/02/2024
"AERKOMM INC";US00774B2088;AKOM;"Euronext Paris";EUR;2.80;2.80;2.80;2.80;"02/02/2024 12:14";CET;200;560.00;2.80;14/02/2024
"AFFLUENT MED BSAR";FR001400FL38;AFMBS;"Euronext Paris";EUR;0.02;0.02;0.02;0.02;"13/02/2024 10:11";CET;4;0.08;0.02;14/02/2024
"AFFLUENT MEDICAL";FR0013333077;AFME;"Euronext Paris";EUR;1.555;1.555;1.45;1.45;"14/02/2024 17:35";CET;9004;13221.725;1.45;14/02/2024
AFYREN;FR0014005AC9;ALAFY;"Euronext Growth Paris";EUR;1.635;1.785;1.56;1.785;"14/02/2024 17:35";CET;95178;161652.04;1.785;14/02/2024
AG3I;FR0011908045;MLAGI;"Euronext Access Paris";EUR;0.35;0.35;0.35;0.35;"16/06/2023 16:30";CET;40;14.00;0.35;14/02/2024
"AGENCE AUTO";FR0014005WE9;MLAA;"Euronext Access Paris";EUR;1.94;1.94;1.94;1.94;"05/02/2024 16:42";CET;43;83.42;1.94;14/02/2024
"AGP MALAGA SOCIMI";ES0105478004;MLAGP;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"21/11/2023 11:30";CET;13440;40320.00;3.00;14/02/2024
AGRIPOWER;FR0013452281;ALAGP;"Euronext Growth Paris";EUR;1.305;1.31;1.21;1.29;"14/02/2024 17:36";CET;27984;35741.58;1.29;14/02/2024
AGROGENERATION;FR0010641449;ALAGR;"Euronext Growth Paris";EUR;0.0492;0.0575;0.0492;0.0499;"14/02/2024 16:52";CET;83443;4402.6311;0.0499;14/02/2024
"AIR FRANCE -KLM";FR001400J770;AF;"Euronext Paris, Amsterdam";EUR;11.02;11.182;10.992;11.044;"14/02/2024 17:35";CET;966641;10700203.638;11.044;14/02/2024
"AIR LIQUIDE";FR0000120073;AI;"Euronext Paris";EUR;168.50;169.86;168.44;169.86;"14/02/2024 17:35";CET;409041;69372464.88;169.86;14/02/2024
AIRBUS;NL0000235190;AIR;"Euronext Paris";EUR;148.92;152.14;148.70;150.26;"14/02/2024 17:39";CET;737958;110954567.68;150.26;14/02/2024
AIRWELL;FR0014003V77;ALAIR;"Euronext Growth Paris";EUR;5.80;5.80;5.60;5.65;"14/02/2024 16:38";CET;1882;10730.50;5.65;14/02/2024
AKWEL;FR0000053027;AKW;"Euronext Paris";EUR;14.90;15.06;14.76;14.92;"14/02/2024 17:35";CET;2051;30525.74;14.92;14/02/2024
"ALAN ALLMAN";FR0000062465;AAA;"Euronext Paris";EUR;10.15;10.25;10.15;10.25;"14/02/2024 09:09";CET;147;1506.65;10.25;14/02/2024
ALCHIMIE;FR0014000JX7;ALCHI;"Euronext Growth Paris";EUR;0.644;0.646;0.628;0.64;"14/02/2024 17:19";CET;3303;2102.224;0.64;14/02/2024
ALD;FR0013258662;ALD;"Euronext Paris";EUR;5.345;5.37;5.11;5.28;"14/02/2024 17:36";CET;988708;5176314.335;5.28;14/02/2024
ALGREEN;FR001400IV58;ALGRE;"Euronext Growth Paris";EUR;0.0008;0.0009;0.0006;0.0008;"14/02/2024 16:54";CET;14982068;10575.3956;0.0008;14/02/2024
"ALPES (COMPAGNIE)";FR0000053324;CDA;"Euronext Paris";EUR;13.70;13.76;13.60;13.68;"14/02/2024 17:35";CET;26982;369267.22;13.68;14/02/2024
"ALPHA MOS";FR0013421286;ALNEO;"Euronext Growth Paris";EUR;0.74;0.74;0.74;0.74;"14/02/2024 09:00";CET;100;74.00;0.74;14/02/2024
ALSTOM;FR0010220475;ALO;"Euronext Paris";EUR;11.15;11.425;11.095;11.38;"14/02/2024 17:35";CET;1320024;14929844.085;11.38;14/02/2024
ALTAMIR;FR0000053837;LTA;"Euronext Paris";EUR;24.30;24.30;24.20;24.30;"14/02/2024 17:26";CET;1181;28632.00;24.30;14/02/2024
ALTAREA;FR0000033219;ALTA;"Euronext Paris";EUR;75.90;76.40;75.20;75.20;"14/02/2024 17:35";CET;1634;123568.80;75.20;14/02/2024
ALTAREIT;FR0000039216;AREIT;"Euronext Paris";EUR;458.00;458.00;458.00;458.00;"14/02/2024 09:00";CET;1;458.00;458.00;14/02/2024
ALTEN;FR0000071946;ATE;"Euronext Paris";EUR;139.80;142.60;139.80;141.40;"14/02/2024 17:37";CET;26468;3745422.30;141.40;14/02/2024
ALTHEORA;FR0000061244;ALORA;"Euronext Growth Paris";EUR;0.546;0.546;0.492;0.516;"14/02/2024 17:35";CET;57674;29731.312;0.516;14/02/2024
"ALTUR INVEST.";FR0010395681;ALTUR;"Euronext Paris";EUR;11.00;11.00;11.00;11.00;"08/02/2024 16:06";CET;4755;52305.00;11.00;14/02/2024
ALVEEN;FR0013253812;MLALV;"Euronext Access Paris";EUR;0.08;0.08;0.08;0.08;"20/11/2023 11:30";CET;1;0.08;0.08;14/02/2024
"AMA CORPORATION";GB00BNKGZC51;ALAMA;"Euronext Growth Paris";EUR;0.206;0.209;0.206;0.209;"14/02/2024 11:27";CET;2001;418.206;0.209;14/02/2024
"AMATHEON AGRI";NL0010273694;MLAAH;"Euronext Access Paris";EUR;0.076;0.076;0.076;0.076;"14/02/2024 16:30";CET;7900;600.40;0.076;14/02/2024
AMOEBA;FR0011051598;ALMIB;"Euronext Growth Paris";EUR;0.50;0.50;0.48;0.4805;"14/02/2024 17:35";CET;52425;25930.1085;0.4805;14/02/2024
"AMPLITUDE SURGICAL";FR0012789667;AMPLI;"Euronext Paris";EUR;3.30;3.30;3.30;3.30;"14/02/2024 09:43";CET;93;306.90;3.30;14/02/2024
AMUNDI;FR0004125920;AMUN;"Euronext Paris";EUR;59.10;60.10;59.10;59.95;"14/02/2024 17:35";CET;180440;10806302.40;59.95;14/02/2024
"ANDINO GLOBAL";ES0105744009;MLAIG;"Euronext Access Paris";EUR;3.20;3.20;3.20;3.20;"12/02/2024 16:30";CET;2;6.40;3.20;14/02/2024
"ANTIN INFRA PARTN";FR0014005AL0;ANTIN;"Euronext Paris";EUR;16.18;16.47;16.07;16.08;"14/02/2024 17:35";CET;46713;757779.53;16.08;14/02/2024
APERAM;LU0569974404;APAM;"Euronext Amsterdam, Brussels, Paris";EUR;30.70;30.82;30.25;30.39;"14/02/2024 17:35";CET;135010;4110571.87;30.39;14/02/2024
"APODACA INVERSIONE";ES0105658001;MLASO;"Euronext Access Paris";EUR;70.00;70.00;70.00;70.00;"07/11/2022 00:00";CET;-;-;70.00;14/02/2024
AQUILA;FR0010340711;ALAQU;"Euronext Growth Paris";EUR;3.60;3.60;3.60;3.60;"13/02/2024 11:53";CET;27;97.20;3.60;14/02/2024
"ARAMIS GROUP";FR0014003U94;ARAMI;"Euronext Paris";EUR;3.85;3.895;3.84;3.875;"14/02/2024 17:35";CET;7542;29163.58;3.875;14/02/2024
"ARCELORMITTAL SA";LU1598757687;MT;"Euronext Amsterdam, Paris";EUR;25.18;25.43;25.035;25.165;"14/02/2024 17:35";CET;1814930;45747408.035;25.165;14/02/2024
ARCHOS;FR001400KO61;ALJXR;"Euronext Growth Paris";EUR;0.142;0.145;0.1291;0.1343;"14/02/2024 17:28";CET;66571;9239.4616;0.1343;14/02/2024
ARCURE;FR0013398997;ALCUR;"Euronext Growth Paris";EUR;4.26;4.45;4.21;4.40;"14/02/2024 17:35";CET;61956;268870.35;4.40;14/02/2024
"ARDOIN ST AMAND A";FR0005057635;MLARD;"Euronext Access Paris";EUR;180.00;180.00;180.00;180.00;"22/01/2024 16:39";CET;23;4140.00;180.00;14/02/2024
"ARDOIN ST AMAND B";FR0004070795;ARDO;"Euronext Access Paris";EUR;72.00;72.00;72.00;72.00;"03/08/2020 16:30";CET;2;144.00;72.00;14/02/2024
"AREF THALASSA";ES0105661005;MLARE;"Euronext Access Paris";EUR;8.75;8.75;8.75;8.75;"17/11/2022 00:00";CET;-;-;8.75;14/02/2024
ARGAN;FR0010481960;ARG;"Euronext Paris";EUR;80.20;80.80;79.70;79.70;"14/02/2024 17:35";CET;8601;689067.40;79.70;14/02/2024
"ARIMELIA ITG";ES0105601001;MLARI;"Euronext Access Paris";EUR;2.97;2.97;2.97;2.97;"17/09/2021 00:00";CET;-;-;2.98;14/02/2024
ARKEMA;FR0010313833;AKE;"Euronext Paris";EUR;97.16;97.46;96.32;96.90;"14/02/2024 17:35";CET;81437;7898347.00;96.90;14/02/2024
"AROCA DEL PINAR";ES0105486007;MLARO;"Euronext Access Paris";EUR;14.60;14.60;14.60;14.60;"16/08/2020 00:00";CET;-;-;12.70;14/02/2024
ARTEA;FR0012185536;ARTE;"Euronext Paris";EUR;14.00;14.10;14.00;14.10;"14/02/2024 16:58";CET;26;366.50;14.10;14/02/2024
"ARTMARKET COM";FR0000074783;PRC;"Euronext Paris";EUR;4.60;4.80;4.56;4.61;"14/02/2024 17:35";CET;9073;42535.275;4.61;14/02/2024
"ARTOIS NOM.";FR0000076952;ARTO;"Euronext Paris";EUR;5050.00;5050.00;5050.00;5050.00;"12/02/2024 13:39";CET;13;65650.00;5050.00;14/02/2024
"ARVERNE GROUP";FR001400JWR8;ARVEN;"Euronext Paris";EUR;8.25;8.25;8.22;8.22;"14/02/2024 14:31";CET;51;419.25;8.22;14/02/2024
"ARVERNE WARRANT";FR0014003AC4;ARVBS;"Euronext Paris";EUR;0.06;0.06;0.06;0.06;"17/01/2024 10:38";CET;5;0.30;0.06;14/02/2024
"ASHLER ET MANSON";FR0012968485;MLAEM;"Euronext Access Paris";EUR;3.20;3.20;3.20;3.20;"12/02/2024 16:30";CET;50;160.00;3.20;14/02/2024
ASSYSTEM;FR0000074148;ASY;"Euronext Paris";EUR;53.60;53.60;52.60;52.80;"14/02/2024 17:35";CET;3083;163909.00;52.80;14/02/2024
"ASTICKSO XXI";ES0105708004;MLAST;"Euronext Access Paris";EUR;9.85;9.85;9.85;9.85;"20/07/2023 00:00";CET;-;-;9.85;14/02/2024
ATARI;FR0010478248;ALATA;"Euronext Growth Paris";EUR;0.143;0.143;0.1368;0.142;"14/02/2024 17:26";CET;181794;25378.4744;0.142;14/02/2024
ATEME;FR0011992700;ATEME;"Euronext Paris";EUR;4.17;4.30;4.07;4.21;"14/02/2024 17:35";CET;17645;74139.92;4.21;14/02/2024
ATLAND;FR0013455482;ATLD;"Euronext Paris";EUR;41.80;41.80;41.80;41.80;"14/02/2024 09:00";CET;1;41.80;41.80;14/02/2024
ATOS;FR0000051732;ATO;"Euronext Paris";EUR;2.396;2.50;2.338;2.404;"14/02/2024 17:35";CET;2163811;5217845.304;2.404;14/02/2024
AUBAY;FR0000063737;AUB;"Euronext Paris";EUR;40.25;40.95;40.15;40.90;"14/02/2024 17:35";CET;8836;359008.35;40.90;14/02/2024
AUDACIA;FR00140059B5;ALAUD;"Euronext Growth Paris";EUR;4.21;4.21;4.21;4.21;"14/02/2024 09:00";CET;1;4.21;4.21;14/02/2024
"AUGROS COSMETICS";FR0000061780;AUGR;"Euronext Paris";EUR;6.70;6.70;6.70;6.70;"12/02/2024 16:30";CET;1;6.70;6.70;14/02/2024
"AUPLATA MINING GR";FR0013410370;ALAMG;"Euronext Growth Paris";EUR;0.0014;0.0015;0.0014;0.0014;"14/02/2024 17:35";CET;11685662;16699.6268;0.0014;14/02/2024
AUREA;FR0000039232;AURE;"Euronext Paris";EUR;4.75;4.80;4.68;4.80;"14/02/2024 17:36";CET;918;4344.14;4.80;14/02/2024
"AURES TECHNOLOGIES";FR0013183589;ALAUR;"Euronext Growth Paris";EUR;3.80;4.50;3.80;4.18;"14/02/2024 17:35";CET;15347;64525.86;4.18;14/02/2024
"AVENIR TELECOM";FR001400CFI7;AVT;"Euronext Paris";EUR;0.1424;0.17;0.1422;0.1622;"14/02/2024 17:25";CET;1286047;205237.9234;0.1622;14/02/2024
AXA;FR0000120628;CS;"Euronext Paris";EUR;30.505;30.745;30.495;30.635;"14/02/2024 17:35";CET;2778309;85114216.645;30.635;14/02/2024
"AXA NV24";FR001400M7B2;CSNV;"Euronext Paris";EUR;29.60;29.60;29.60;29.60;"12/02/2024 11:30";CET;35;1036.00;29.60;14/02/2024
"AXWAY SOFTWARE";FR0011040500;AXW;"Euronext Paris";EUR;29.20;29.40;28.90;29.30;"14/02/2024 17:35";CET;2771;80538.40;29.30;14/02/2024
"AZ LEASING";IT0004812258;MLAZL;"Euronext Access Paris";EUR;0.625;0.625;0.625;0.625;"13/10/2023 16:30";CET;1;0.63;0.625;14/02/2024
"AZOREAN TECH";PTAZR0AM0006;MLAAT;"Euronext Access Paris";EUR;0.052;0.052;0.052;0.052;"13/02/2024 11:30";CET;150;7.80;0.052;14/02/2024
BAIKOWSKI;FR0013384369;ALBKK;"Euronext Growth Paris";EUR;16.50;16.50;16.50;16.50;"14/02/2024 09:00";CET;1;16.50;16.50;14/02/2024
"BAINS MER MONACO";MC0000031187;BAIN;"Euronext Paris";EUR;103.00;103.00;103.00;103.00;"14/02/2024 17:35";CET;47;4841.00;103.00;14/02/2024
BALYO;FR0013258399;BALYO;"Euronext Paris";EUR;0.795;0.795;0.758;0.781;"14/02/2024 14:16";CET;9844;7519.802;0.781;14/02/2024
"BARBARA BUI";FR0000062788;BUI;"Euronext Paris";EUR;7.20;7.20;7.20;7.20;"12/02/2024 16:30";CET;20;144.00;7.20;14/02/2024
"BARINGS CORE SPAIN";ES0105362000;MLBAR;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"18/09/2018 00:00";CET;-;-;1.20;14/02/2024
BASSAC;FR0004023208;BASS;"Euronext Paris";EUR;45.90;47.10;45.10;47.10;"14/02/2024 17:35";CET;412;18951.90;47.10;14/02/2024
"BASTIDE LE CONFORT";FR0000035370;BLC;"Euronext Paris";EUR;20.35;20.35;19.84;20.05;"14/02/2024 17:35";CET;7186;144044.52;20.05;14/02/2024
"BD MULTI MEDIA";FR0000035305;ALBDM;"Euronext Growth Paris";EUR;1.70;1.838;1.65;1.83;"14/02/2024 17:35";CET;2920;4969.838;1.83;14/02/2024
BEACONSMIND;CH0451123589;MLBMD;"Euronext Access Paris";EUR;8.00;8.00;8.00;8.00;"29/06/2023 16:30";CET;38;304.00;8.00;14/02/2024
"BEBO HEALTH";CH1148983609;MLBBO;"Euronext Access Paris";EUR;3.98;3.98;3.98;3.98;"29/12/2023 11:30";CET;119;473.62;3.98;14/02/2024
BELIEVE;FR0014003FE9;BLV;"Euronext Paris";EUR;14.72;14.80;14.70;14.74;"14/02/2024 17:35";CET;136035;2006007.26;14.74;14/02/2024
BENETEAU;FR0000035164;BEN;"Euronext Paris";EUR;12.26;12.32;12.02;12.24;"14/02/2024 17:35";CET;167965;2044159.46;12.24;14/02/2024
"BERNARD LOISEAU";FR0000066961;ALDBL;"Euronext Growth Paris";EUR;3.02;3.02;3.02;3.02;"14/02/2024 11:30";CET;100;302.00;3.02;14/02/2024
BIC;FR0000120966;BB;"Euronext Paris";EUR;63.30;64.70;63.05;63.90;"14/02/2024 17:35";CET;21986;1404940.55;63.90;14/02/2024
